"birth_date","first_name","last_name","genre","source"
1971-03-13,"Carme","Chacón Piqueras","F","https://es.wikipedia.org/wiki/Carme_Chac%C3%B3n"
1947-10-31,"Carmen","Alborch Bataller","F","https://es.wikipedia.org/wiki/Carmen_Alborch"
1957-06-07,"Carmen","Calvo Poyato","F","https://es.wikipedia.org/wiki/Carmen_Calvo"
1976-03-09,"Carmen","Montón Giménez","F","https://es.wikipedia.org/wiki/Carmen_Mont%C3%B3n"
1965-11-25,"Carolina","Darias San Sebastián","F","https://es.wikipedia.org/wiki/Carolina_Darias"
1949-11-14,"Celestino","Corbacho Chaves","M","https://es.wikipedia.org/wiki/Celestino_Corbacho"
1949-04-18,"Celia","Villalobos Talero","F","https://es.wikipedia.org/wiki/Celia_Villalobos"
1952-09-14,"César Antonio","Molina Sánchez","M","https://es.wikipedia.org/wiki/C%C3%A9sar_Antonio_Molina"
1946-02-22,"Cristina","Alberdi Alonso","F","https://es.wikipedia.org/wiki/Cristina_Alberdi"
1962-02-21,"Cristina","Garmendia Mendizábal","F","https://es.wikipedia.org/wiki/Cristina_Garmendia"
1951-07-29,"Cristina","Narbona Ruiz","F","https://es.wikipedia.org/wiki/Cristina_Narbona"
1950-07-28,"Cristóbal Ricardo","Montoro Romero","M","https://es.wikipedia.org/wiki/Crist%C3%B3bal_Montoro"
1980-06-25,"Diana","Morant Ripoll","F","https://es.wikipedia.org/wiki/Diana_Morant"
1962-11-09,"Dolores","Delgado García","F","https://es.wikipedia.org/wiki/Dolores_Delgado"
1973-09-18,"Dolors","Montserrat Montserrat","F","https://es.wikipedia.org/wiki/Dolors_Montserrat"
1936-11-09,"Eduard","Punset Casals","M","https://es.wikipedia.org/wiki/Eduardo_Punset"
1923-11-28,"Eduardo","Carriles Galarraga","M","https://es.wikipedia.org/wiki/Eduardo_Punset"
1946-12-19,"Eduardo","Serra Rexach","M","https://es.wikipedia.org/wiki/Eduardo_Serra_Rexach"
1956-04-03,"Eduardo Andrés","Zaplana Hernández-Soro","M","https://es.wikipedia.org/wiki/Eduardo_Zaplana"
1960-03-21,"Elena","Espinosa Mangana","F","https://es.wikipedia.org/wiki/Elena_Espinosa"
1949-05-12,"Elena","Salgado Méndez","F","https://es.wikipedia.org/wiki/Elena_Salgado"
1944-03-27,"Enrique","Barón Crespo","M","https://es.wikipedia.org/wiki/Enrique_Bar%C3%B3n"
1933-09-20,"Enrique","de la Mata Gorostizaga","M","https://es.wikipedia.org/wiki/Enrique_de_la_Mata"
1924-12-13,"Enrique","Fuentes Quintana","M","https://es.wikipedia.org/wiki/Enrique_Fuentes_Quintana"
1932-02-20,"Enrique","Múgica Herzog","M","https://es.wikipedia.org/wiki/Enrique_M%C3%BAgica"
1934-06-09,"Enrique","Sánchez de León Pérez","M","https://es.wikipedia.org/wiki/Enrique_S%C3%A1nchez_de_Le%C3%B3n"
1937-01-21,"Ernest","Lluch Martín","M","https://es.wikipedia.org/wiki/Ernest_Lluch"
1952-01-03,"Esperanza","Aguirre Gil de Biedma","F","https://es.wikipedia.org/wiki/Esperanza_Aguirre"
1967-01-06,"Fátima","Báñez García","F","https://es.wikipedia.org/wiki/F%C3%A1tima_B%C3%A1%C3%B1ez"
1934-01-27,"Federico","Mayor Zaragoza","M","https://es.wikipedia.org/wiki/Federico_Mayor_Zaragoza"
1952-05-23,"Federico","Trillo-Figueroa Martínez-Conde","M","https://es.wikipedia.org/wiki/Federico_Trillo"
1942-03-05,"Felipe","González Márquez","M","https://es.wikipedia.org/wiki/Felipe_Gonz%C3%A1lez"
1913-10-05,"Félix","Álvarez-Arenas Pacheco","M","https://es.wikipedia.org/wiki/F%C3%A9lix_%C3%81lvarez-Arenas_Pacheco"
1975-12-17,"Félix","Bolaños García","M","https://es.wikipedia.org/wiki/F%C3%A9lix_Bola%C3%B1os"
1936-09-04,"Félix Manuel","Pérez Miyares","M","https://www.march.es/es/coleccion/archivo-linz-transicion-espanola/ficha/biografias-nuevos-ministros--linz%3AR-67627"
1942-09-14,"Félix","Pons Irazazábal","M","https://es.wikipedia.org/wiki/F%C3%A9lix_Pons"
1936-08-31,"Fernando","Abril Martorell","M","https://es.wikipedia.org/wiki/Fernando_Abril_Martorell"
1910-07-23,"Fernando","de Santiago Díaz de Mendívil","M","https://es.wikipedia.org/wiki/Fernando_de_Santiago"
1962-07-26,"Fernando","Grande-Marlaska Gómez","M","https://es.wikipedia.org/wiki/Fernando_Grande-Marlaska"
1939-12-30,"Fernando","Ledesma Bartret","M","https://es.wikipedia.org/wiki/Fernando_Ledesma"
1926-03-25,"Fernando","Morán López","M","https://es.wikipedia.org/wiki/Fernando_Mor%C3%A1n_L%C3%B3pez"
1947-10-01,"Francisco","Álvarez-Cascos Fernández","M","https://es.wikipedia.org/wiki/Francisco_%C3%81lvarez-Cascos"
1963-01-08,"Francisco","Caamaño Domínguez","M","https://es.wikipedia.org/wiki/Francisco_Caama%C3%B1o_Dom%C3%ADnguez"
1930-06-22,"Francisco","Fernández Ordóñez","M","https://es.wikipedia.org/wiki/Francisco_Fern%C3%A1ndez_Ord%C3%B3%C3%B1ez"
1922-10-04,"Francisco","Lozano Vicente","M","https://es.wikipedia.org/wiki/Francisco_Lozano_Vicente"
1909-01-31,"Gabriel","Pita da Veiga Sanz","M","https://es.wikipedia.org/wiki/Gabriel_Pita_da_Veiga"
1949-02-27,"Gustavo","Suárez Pertierra","M","https://humanidadesdigitales.uc3m.es/s/catedraticos/item/16990"
1944-02-14,"Ignacio","Bayón Mariné","M","https://es.wikipedia.org/wiki/Ignacio_Bay%C3%B3n"
1940-09-01,"Ignacio","Camuñas Solís","M","https://es.wikipedia.org/wiki/Ignacio_Camu%C3%B1as_Sol%C3%ADs"
1924-09-05,"Ignacio","García López","M","https://es.wikipedia.org/wiki/Ignacio_Garc%C3%ADa_L%C3%B3pez"
1929-08-01,"Íñigo","Cavero Lataillade","M","https://es.wikipedia.org/wiki/%C3%8D%C3%B1igo_Cavero"
1971-01-10,"Íñigo","de la Serna Hernáiz","M","https://es.wikipedia.org/wiki/%C3%8D%C3%B1igo_de_la_Serna"
1956-01-21,"Íñigo","Méndez de Vigo Montojo","M","https://es.wikipedia.org/wiki/%C3%8D%C3%B1igo_M%C3%A9ndez_de_Vigo"
1987-09-25,"Ione","Belarra Urteaga","F","https://es.wikipedia.org/wiki/Ione_Belarra"
1988-02-13,"Irene","Montero Gil","F","https://es.wikipedia.org/wiki/Irene_Montero"
1968-10-09,"Isabel","García Tejerina","F","https://es.wikipedia.org/wiki/Isabel_Garc%C3%ADa_Tejerina"
1981-06-05,"Isabel","Rodríguez García","F","https://es.wikipedia.org/wiki/Isabel_Rodr%C3%ADguez_Garc%C3%ADa"
1949-03-09,"Isabel","Tocino Biscarolasaga","F","https://es.wikipedia.org/wiki/Isabel_Tocino"
1932-01-24,"Jaime","García Añoveros","M","https://es.wikipedia.org/wiki/Jaime_Garc%C3%ADa_A%C3%B1overos"
1941-04-04,"Jaime","Lamo de Espinosa Michels de Champourcin","M","https://es.wikipedia.org/wiki/Jaime_Lamo_de_Espinosa"
1951-07-12,"Jaime","Mayor Oreja","M","https://es.wikipedia.org/wiki/Jaime_Mayor_Oreja"
1956-10-05,"Jaume","Matas Palou","M","https://es.wikipedia.org/wiki/Jaume_Matas"
1957-12-28,"Francisco Javier","Arenas Bocanegra","M","https://es.wikipedia.org/wiki/Javier_Arenas"
1945-09-13,"Javier","Gómez-Navarro Navarrete","M","https://es.wikipedia.org/wiki/Javier_G%C3%B3mez_Navarro"
1944-10-11,"Javier Luis","Sáenz de Cosculluela","M","https://es.wikipedia.org/wiki/Javier_S%C3%A1enz_de_Cosculluela"
1934-10-07,"Javier","Moscoso del Prado Muñoz","M","https://es.wikipedia.org/wiki/Javier_Moscoso"
1942-07-14,"Javier","Solana Madariaga","M","https://es.wikipedia.org/wiki/Javier_Solana"
1936-07-03,"Jerónimo","Saavedra Acevedo","M","https://es.wikipedia.org/wiki/Jer%C3%B3nimo_Saavedra"
1957-10-31,"Jesús","Caldera Sánchez-Capitán","M","https://es.wikipedia.org/wiki/Jes%C3%BAs_Caldera"
1945-04-04,"Jesús María","Posada Moreno","M","https://es.wikipedia.org/wiki/Jes%C3%BAs_Posada_Moreno"
1940-12-16,"Jesús","Sancho Rof","M","https://es.wikipedia.org/wiki/Jes%C3%BAs_Sancho_Rof"
1949-06-29,"Joan","Clos Matheu","M","https://es.wikipedia.org/wiki/Joan_Clos"
1951-07-15,"Joan","Lerma Blasco","M","https://es.wikipedia.org/wiki/Joan_Lerma"
1939-03-30,"Joan","Majó Cruzate","M","https://fpabloiglesias.es/entrada-db/majo-cruzate-juan/"
1951-05-17,"Joan","Subirats Humet","M","https://es.wikipedia.org/wiki/Joan_Subirats"
1948-06-17,"José Joaquín","Almunia Amann","M","https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Almunia"
1933-09-30,"Joaquín","Garrigues Walker","M","https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Garrigues_Walker"
1956-03-19,"Jordi","Sevilla Segura","M","https://es.wikipedia.org/wiki/Jordi_Sevilla"
1930-05-23,"Jordi","Solé Tura","M","https://es.wikipedia.org/wiki/Jordi_Sol%C3%A9_Tura"
1950-04-06,"Jorge","Fernández Díaz","M","https://es.wikipedia.org/wiki/Jorge_Fern%C3%A1ndez_D%C3%ADaz"
1923-12-10,"Jorge","Semprún Maura","M","https://es.wikipedia.org/wiki/Jorge_Sempr%C3%BAn"
1960-03-28,"José Antonio","Alonso Suárez","M","https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_Alonso_Su%C3%A1rez"
1946-06-07,"José Antonio","Griñán Martínez","M","https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_Gri%C3%B1%C3%A1n"
1942-03-13,"José","Barrionuevo Peña","M","https://es.wikipedia.org/wiki/Jos%C3%A9_Barrionuevo"
1962-02-06,"José","Blanco López","M","https://es.wikipedia.org/wiki/Jos%C3%A9_Blanco_L%C3%B3pez"
1950-12-14,"José","Bono Martínez","M","https://es.wikipedia.org/wiki/Jos%C3%A9_Bono"
1946-10-09,"José Claudio","Aranzadi Martínez","M","https://es.wikipedia.org/wiki/Claudio_Aranzadi"
1935-01-02,"José Enrique","Martínez Genique","M","https://es.wikipedia.org/wiki/Jos%C3%A9_Enrique_Mart%C3%ADnez_Genique"
1959-06-09,"José","Guirao Cabrera","M","https://es.wikipedia.org/wiki/Jos%C3%A9_Guirao"
1950-02-18,"José Ignacio","Wert Ortega","M","https://es.wikipedia.org/wiki/Jos%C3%A9_Ignacio_Wert"
1934-03-29,"José","Lladó Fernández Urrutia","M","https://es.wikipedia.org/wiki/Jos%C3%A9_Llad%C3%B3"
1959-12-09,"José Luis","Ábalos Meco","M","https://es.wikipedia.org/wiki/Jos%C3%A9_Luis_%C3%81balos"
1930-04-04,"José Luis","Álvarez Álvarez","M","https://es.wikipedia.org/wiki/Jos%C3%A9_Luis_%C3%81lvarez_y_%C3%81lvarez"
1945-07-02,"José Luis","Corcuera Cuesta","M","https://es.wikipedia.org/wiki/Jos%C3%A9_Luis_Corcuera"
1960-12-05,"José Luis","Escrivá Belmonte","M","https://es.wikipedia.org/wiki/Jos%C3%A9_Luis_Escriv%C3%A1"
1929-10-30,"José Luis","García Ferrero","M","https://es.wikipedia.org/wiki/Jos%C3%A9_Luis_Garc%C3%ADa_Ferrero"
1939,"José Luis","Leal Maldonado","M","https://elpais.com/diario/2001/10/24/economia/1003874418_850215.html"
1960-08-04,"José Luis","Rodríguez Zapatero","M","https://es.wikipedia.org/wiki/Jos%C3%A9_Luis_Rodr%C3%ADguez_Zapatero"
1972-03-22,"José Manuel","Albares Bueno","M","https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_Albares"
1944-08-13,"José Manuel","García-Margallo Marfil","M","https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_Garc%C3%ADa-Margallo"
1940-03-20,"José Manuel","Otero Novas","M","https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_Otero"
1968-10-09,"José Manuel","Rodríguez Uribes","M","https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_Rodr%C3%ADguez_Uribes"
1934-01-18,"José Manuel","Romay Beccaría","M","https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_Romay_Beccar%C3%ADa"
1958-01-05,"José Manuel","Soria López","M","https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_Soria"
1953-02-25,"José María","Aznar López","M","https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Aznar"
1942-04-07,"José María","Maravall Herrero","M","https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Maravall"
1960-03-28,"José María","Michavila Núñez","M","https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Michavila"
1955-01-15,"José","Montilla Aguilera","M","https://es.wikipedia.org/wiki/Jos%C3%A9_Montilla"
1940-11-30,"José Pedro","Pérez-Llorca Rodrigo","M","https://es.wikipedia.org/wiki/Jos%C3%A9_Pedro_P%C3%A9rez-Llorca"
1947-04-24,"Josep","Borrell Fontelles","M","https://es.wikipedia.org/wiki/Josep_Borrell"
1955-02-21,"Josep","Piqué Camps","M","https://es.wikipedia.org/wiki/Josep_Piqu%C3%A9"
1950-02-03,"Juan Alberto","Belloch Julbe","M","https://es.wikipedia.org/wiki/Juan_Alberto_Belloch"
1940-08-04,"Juan Antonio","García Díez","M","https://dbe.rah.es/biografias/10359/juan-antonio-garcia-diez"
1939-12-11,"Juan Antonio","Ortega Díaz-Ambrona","M","https://es.wikipedia.org/wiki/Juan_Antonio_Ortega_y_D%C3%ADaz-Ambrona"
1955-04-20,"Juan Carlos","Aparicio Pérez","M","https://es.wikipedia.org/wiki/Juan_Carlos_Aparicio"
1961-10-17,"Juan Carlos","Campo Moreno","M","https://es.wikipedia.org/wiki/Juan_Carlos_Campo"
1965-04-10,"Juan","Costa Climent","M","https://es.wikipedia.org/wiki/Juan_Costa"
1961-06-10,"Juan Fernando","López Aguilar","M","https://es.wikipedia.org/wiki/Juan_Fernando_L%C3%B3pez_Aguilar"
1957-01-21,"Juan Ignacio","Zoido Álvarez","M","https://es.wikipedia.org/wiki/Juan_Ignacio_Zoido"
1944-05-10,"Juan José","Lucas Jiménez","M","https://es.wikipedia.org/wiki/Juan_Jos%C3%A9_Lucas"
1932-09-25,"Juan José","Rosón Pérez","M","https://es.wikipedia.org/wiki/Juan_Jos%C3%A9_Ros%C3%B3n"
1945-12-25,"Juan Manuel","Eguiagaray Ucelay","M","https://es.wikipedia.org/wiki/Juan_Manuel_Eguiagaray"
1930-05-05,"Juan","Rovira Tarazona","M","https://es.wikipedia.org/wiki/Juan_Rovira_Tarazona"
1944-01-29,"Julia","García-Valdecasas Salgado","F","https://es.wikipedia.org/wiki/Julia_Garc%C3%ADa-Valdecasas"
1938-06-19,"Julián","Campo Sainz de Rozas","M","https://es.wikipedia.org/wiki/Juli%C3%A1n_Campo"
1946-03-20,"Julián","García Valverde","M","https://elpais.com/diario/1991/03/12/espana/668732404_850215.html"
1945-10-19,"Julián","García Vargas","M","https://gee.mienciclo.com/articulo/julian-garcia-vargas"
1934-08-06,"Landelino","Lavilla Alsina","M","https://es.wikipedia.org/wiki/Landelino_Lavilla"
1976-09-16,"Leire","Pajín Iraola","F","https://es.wikipedia.org/wiki/Leire_Paj%C3%ADn"
1926-04-14,"Leopoldo","Calvo-Sotelo Bustelo","M","https://es.wikipedia.org/wiki/Leopoldo_Calvo-Sotelo"
1950-09-16,"Loyola","de Palacio del Valle-Lersundi","F","https://es.wikipedia.org/wiki/Loyola_de_Palacio"
1950-08-19,"Luis Carlos","Croissier Batista","M","https://fpabloiglesias.es/entrada-db/croissier-batista-luis-carlos/"
1960-01-16,"Luis","de Guindos Jurado","M","https://es.wikipedia.org/wiki/Luis_de_Guindos"
1942-05-08,"Luis","Gámir Casares","M","https://es.wikipedia.org/wiki/Luis_G%C3%A1mir"
1936-06-07,"Luis","González Seara","M","https://es.wikipedia.org/wiki/Luis_Gonz%C3%A1lez_Seara"
1939-09-23,"Luis Manuel","Cosculluela Montaner","M","https://es.wikipedia.org/wiki/Luis_Manuel_Cosculluela_Montaner"
1957-08-30,"Luis María","Atienza Serna","M","https://es.wikipedia.org/wiki/Luis_Mar%C3%ADa_Atienza"
1948-07-03,"Luis","Martínez Noval","M","https://es.wikipedia.org/wiki/Luis_Mart%C3%ADnez_Noval"
1932-07-03,"Luis","Ortiz González","M","https://es.wikipedia.org/wiki/Luis_Ortiz_Gonz%C3%A1lez"
1952-11-20,"Luis","Planas Puchades","M","https://es.wikipedia.org/wiki/Luis_Planas"
1952-02-15,"Magdalena","Álvarez Arza","F","https://es.wikipedia.org/wiki/Magdalena_%C3%81lvarez"
1959-09-27,"Magdalena","Valerio Cordero","F","https://es.wikipedia.org/wiki/Magdalena_Valerio"
1942-02-09,"Manuel","Castells Oliván","M","https://es.wikipedia.org/wiki/Manuel_Castells"
1945-07-07,"Manuel","Chaves González","M","https://es.wikipedia.org/wiki/Manuel_Chaves"
1926-04-25,"Manuel","Clavero Arévalo","M","https://es.wikipedia.org/wiki/Manuel_Clavero_Ar%C3%A9valo"
1912-04-30,"Manuel","Gutiérrez Mellado","M","https://es.wikipedia.org/wiki/Manuel_Guti%C3%A9rrez_Mellado"
1929-04-09,"Manuel","Jiménez de Parga Cabrera","M","https://es.wikipedia.org/wiki/Manuel_Jim%C3%A9nez_de_Parga"
1933-10-28,"Manuel","Núñez Pérez","M","https://es.wikipedia.org/wiki/Manuel_N%C3%BA%C3%B1ez_P%C3%A9rez"
1961-08-30,"Manuel","Pimentel Siles","M","https://es.wikipedia.org/wiki/Manuel_Pimentel"
1935-02-13,"Marcelino","Oreja Aguirre","M","https://es.wikipedia.org/wiki/Marcelino_Oreja_Aguirre"
1954-01-10,"Margarita","Mariscal de Gante Mirón","F","https://es.wikipedia.org/wiki/Margarita_Mariscal_de_Gante"
1956-11-10,"Margarita","Robles Fernández","F","https://es.wikipedia.org/wiki/Margarita_Robles"
1949-10-10,"María Ángeles","Amador Millán","M","https://elpais.com/diario/1993/07/14/espana/742600824_850215.html"
1960-12-18,"María Antonia","Trujillo Rincón","M","https://es.wikipedia.org/wiki/Mar%C3%ADa_Antonia_Trujillo"
1957-06-07,"María del Carmen","Calvo Poyato","M","https://es.wikipedia.org/wiki/Carmen_Calvo"
1965-12-13,"María Dolores","de Cospedal García","M","https://es.wikipedia.org/wiki/Mar%C3%ADa_Dolores_de_Cospedal"
1949-05-15,"María Elvira","Rodríguez Herrer","M","https://es.wikipedia.org/wiki/Elvira_Rodr%C3%ADguez"
1967-01-06,"María Fátima","Báñez García","M","https://es.wikipedia.org/wiki/F%C3%A1tima_B%C3%A1%C3%B1ez"
1949-05-23,"María Isabel","Celaá Diéguez","M","https://es.wikipedia.org/wiki/Isabel_Cela%C3%A1"
1966-02-04,"María Jesús","Montero Cuadrado","M","https://es.wikipedia.org/wiki/Mar%C3%ADa_Jes%C3%BAs_Montero"
1958-03-25,"María Jesús","San Segundo Gómez de Cadiñanos","M","https://es.wikipedia.org/wiki/Mar%C3%ADa_Jes%C3%BAs_San_Segundo"
1953-08-30,"María Luisa","Carcedo Roces","M","https://es.wikipedia.org/wiki/Mar%C3%ADa_Luisa_Carcedo"
1971-06-10,"María Soraya","Sáenz de Santamaría Antón","M","https://es.wikipedia.org/wiki/Soraya_S%C3%A1enz_de_Santamar%C3%ADa"
1949-06-15,"María Teresa","Fernández de la Vega Sanz","M","https://es.wikipedia.org/wiki/Mar%C3%ADa_Teresa_Fern%C3%A1ndez_de_la_Vega"
1948-02-10,"Mariano","Fernández Bermejo","M","https://es.wikipedia.org/wiki/Mariano_Fern%C3%A1ndez_Bermejo"
1955-03-27,"Mariano","Rajoy Brey","M","https://es.wikipedia.org/wiki/Mariano_Rajoy"
1948-03-23,"Matías","Rodríguez Inciarte","M","https://es.wikipedia.org/wiki/Mat%C3%ADas_Rodr%C3%ADguez_Inciarte"
1950-01-24,"Matilde","Fernández Sanz","F","https://es.wikipedia.org/wiki/Matilde_Fern%C3%A1ndez"
1971-01-26,"Màxim","Huerta Hernández","M","https://es.wikipedia.org/wiki/M%C3%A1ximo_Huerta"
1951-12-03,"Mercedes","Cabrera Calvo-Sotelo","F","https://es.wikipedia.org/wiki/Mercedes_Cabrera"
1973-03-19,"Meritxell","Batet Lamaña","F","https://es.wikipedia.org/wiki/Meritxell_Batet"
1951-06-08,"Miguel Ángel","Moratinos Cuyaubé","M","https://es.wikipedia.org/wiki/Miguel_%C3%81ngel_Moratinos"
1950-02-24,"Miguel","Arias Cañete","M","https://es.wikipedia.org/wiki/Miguel_Arias_Ca%C3%B1ete"
1939-02-05,"Miguel","Boyer Salvador","M","https://es.wikipedia.org/wiki/Miguel_Boyer"
1957-05-13,"Miguel","Sebastián Gascón","M","https://es.wikipedia.org/wiki/Miguel_Sebasti%C3%A1n"
1960-08-17,"Miquel","Iceta Llorens","M","https://es.wikipedia.org/wiki/Miquel_Iceta"
1968-10-03,"Nadia","Calviño Santamaría","F","https://es.wikipedia.org/wiki/Nadia_Calvi%C3%B1o"
1943-05-30,"Narcís","Serra Serra","M","https://es.wikipedia.org/wiki/Narc%C3%ADs_Serra"
1978-10-17,"Pablo","Iglesias Turrión","M","https://es.wikipedia.org/wiki/Pablo_Iglesias_Turri%C3%B3n"
1911-10-17,"Pascual","Pery Junquera","M","https://es.wikipedia.org/wiki/Pascual_Pery"
1963-03-14,"Pedro","Duque Duque","M","https://es.wikipedia.org/wiki/Pedro_Duque"
1948-09-17,"Pedro","Morenés Eulate","M","https://es.wikipedia.org/wiki/Pedro_Moren%C3%A9s"
1972-02-29,"Pedro","Sánchez Pérez-Castejón","M","https://es.wikipedia.org/wiki/Pedro_S%C3%A1nchez"
1942-08-31,"Pedro","Solbes Mira","M","https://es.wikipedia.org/wiki/Pedro_Solbes"
1977-11-01,"Pilar","Alegría Continente","F","https://es.wikipedia.org/wiki/Pilar_Alegr%C3%ADa"
1952-07-31,"Pilar","del Castillo Vera","F","https://es.wikipedia.org/wiki/Pilar_del_Castillo"
1973-08-03,"Pilar","Llop Cuenca","F","https://es.wikipedia.org/wiki/Pilar_Llop"
1958-12-09,"Pío","Cabanillas Alonso","M","https://es.wikipedia.org/wiki/P%C3%ADo_Cabanillas_Alonso"
1923-11-13,"Pío","Cabanillas Gallas","M","https://es.wikipedia.org/wiki/P%C3%ADo_Cabanillas"
1942-01-26,"Rafael","Arias-Salgado Montalvo","M","https://es.wikipedia.org/wiki/Rafael_Arias-Salgado"
1933-08-26,"Rafael","Calvo Ortega","M","https://es.wikipedia.org/wiki/Rafael_Calvo_Ortega"
1961-06-21,"Rafael","Catalá Polo","M","https://es.wikipedia.org/wiki/Rafael_Catal%C3%A1_Polo"
1948-09-01,"Ramón","Jáuregui Atondo","M","https://es.wikipedia.org/wiki/Ram%C3%B3n_J%C3%A1uregui"
1975-11-18,"Raquel","Sánchez Jiménez","F","https://es.wikipedia.org/wiki/Raquel_S%C3%A1nchez_Jim%C3%A9nez"
1973-12-19,"Reyes","Maroto Illera","F","https://es.wikipedia.org/wiki/Reyes_Maroto"
1926-11-09,"Ricardo","de la Cierva Hoces","M","https://es.wikipedia.org/wiki/Ricardo_de_la_Cierva"
