id_name,full_name,birth_date,source
ricardo_rodriguez_castanon,Ricardo Rodríguez Castañón,,
ricardo_clemente_donate_catalan,Ricardo Clemente Doñate Catalán,,
ricard_burballa_campabadal,Ricard Burballa Campabadal,,
ramon_rodriguez_lopez,Ramón Rodríguez López,1966-02-23,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?id1=19049&legis=14&id2=g
ramon_nunez_diacono,Ramón Núñez Diacono,1943-05-02,https://prabook.com/web/ramon.nunez_diacono/946304
ramon_jerez_herrera,Ramón Jerez Herrera,1942-03-15,https://guanches.org/index.php?title=Ram%C3%B3n_Jerez_Herrera
ramon_garrido_aguera,Ramón Garrido Aguera,,
ramon_galan_cazallas,Ramón Galán Cazallas,,
ramon_alonso_luzzy,Ramón Alonso Luzzy,1921-05-17,https://es.wikipedia.org/wiki/Ram%C3%B3n_Alonso_Luzzy
raimundo_garcia_arroyo,Raimundo García Arroyo,,
rafael_zapatero_gonzalez,Rafael Zapatero González,1956,https://www.heraldo.es/noticias/aragon/2016/01/13/fallece-exconsejero-dga-rafael-zapatero-704594-300.html
rafael_olea_alvarez,Rafael Olea Álvarez,1949-10-20,https://prabook.com/web/rafael.olea_alvarez/946366
rafael_martin_hernandez,Rafael Martín Hernández,1928,http://pares.mcu.es/ParesBusquedas20/catalogo/autoridad/146858
rafael_marquez_cano,Rafael Márquez Cano,1929,https://elpais.com/cultura/2013/01/24/actualidad/1358985718_544838.html
rafael_maria_garcia_rico_fernandez,Rafael María García-Rico Fernández,,
rafael_lopez_martin_vega,Rafael López Martín de la Vega,1951-08-16,https://fpabloiglesias.es/entrada-db/37946_lopez-martin-vega-rafael/
rafael_lopez_gamonal,Rafael López Gamonal,1945,https://www.hoy.es/extremadura/201508/30/politico-volante-20150830000504-v.html
rafael_ginel_canamaque,Rafael Ginel Cañamaque,,
rafael_garcia_contreras,Rafael García Contreras,1936-09-03,https://biblioteca.cordoba.es/index.php/actividades-pasadas/823-libro-susurros-libertad.html
rafael_carlos_fernandez_pinar_afan_ribera,Rafael Carlos Fernández-Piñar Afán de Ribera,,
pilar_liebana_soto,Pilar Liébana Soto,,
pilar_aresti_victoria_lecea,Pilar Aresti Victoria de Lecea,,
pere_vidal_sardo,Pere Vidal Sardó,1942-05-31,https://prabook.com/web/pere.vidal_i_sardo/948636
pedro_tomas_galvan_urzaiz,Pedro Tomás Galván de Urzaiz,,
pedro_montanes_escobar,Pedro Montañés Escobar,,
pedro_manuel_rodriguez_navarro,Pedro Manuel Rodríguez Navarro,,
pedro_luis_martinez_martinez,Pedro Luis Martínez Martínez,,
pedro_jose_rico_jimenez,Pedro José Rico Jiménez,1930,https://www.diariosur.es/malaga/muere-92-anos-profesor-exdiputado-pedro-rico-20220821095709-nt.html
pedro_francisco_gutierrez_pulido,Pedro Francisco Gutiérrez Pulido,,
pedro_costa_sanjurjo,Pedro Costa Sanjurjo,,
paula_monzon_suarez,Paula Monzón Suárez,1944-09-24,https://www.parcan.es/composicion/diputado.py?ID_MIEMBRO=05039
pau_furriol_fornells,Pau Furriol Fornells,1962-03-06,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?id1=19485&id2=a&legis=14
patricio_gutierrez_cano,Patricio Gutiérrez Cano,,
patricia_abascal_jimenez,Patricia Abascal Jiménez,1960-05-19,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?id1=18218&legis=14&id2=g
pascual_rabal_petriz,Pascual Rabal Pétriz,1930-06-09,https://es.wikipedia.org/wiki/Pascual_Rabal_Petriz
paloma_ines_sanz_jeronimo,Paloma Inés Sanz Jerónimo,1960,http://sirdoc.ccyl.es/biblioteca/LibrosCortes/book/MemoriaActividadesVII.pdf
paloma_hernandez_cerezo,Paloma Hernández Cerezo,1981-10-30,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?id1=18193&legis=14&id2=g
paloma_alonso_sahagun,Paloma Alonso Sahagún,1959-02-10,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?id1=19785&legis=14&id2=g
pablo_tello_diaz,Pablo Tello Díaz,1945-07-02,https://www.europapress.es/castilla-lamancha/noticia-fallece-exalcalde-talavera-pablo-tello-diaz-20120116151441.html
pablo_ruz_villanueva,Pablo Ruz Villanueva,1983-09-15,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?id1=18113&legis=13
pablo_rodriguez_cejas,Pablo Rodríguez Cejas,1989-01-28,http://www.pablorodriguezcejas.com/p/biografia.html
pablo_perez_coronado,Pablo Pérez Coronado,1984-12-26,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?id1=19053&legis=14&id2=g
pablo_gardey_peiro,Pablo Gardey Peiro,1945,https://ca.wikipedia.org/wiki/Pablo_Gardey_Peir%C3%B3
pablo_francisco_hurtado_samper,Pablo Francisco Hurtado Samper,,
pablo_elena_nunez,Pablo Elena Núñez,,
oscar_llanos_vera,Óscar Llanos Vera,,
onesimo_lopez_chillon,Onésimo López Chillón,,
olivia_maria_delgado_oval,Olivia María Delgado Oval,1976,https://www.eldia.es/tenerife/2019/07/14/olivia-delgado-gestion-politica-sido-22602811.html
octavio_adolfo_lopez_rodriguez,Octavio Adolfo López Rodríguez,1962-03-12,https://www.pp.es/octavio-adolfo-lopez-rodriguez
nuria_guijarro_carrillo,Nuria Guijarro Carrillo,1971-04-15,https://www.pp.es/nuria-guijarro-carrillo
nicolas_villalobos_paiz,Nicolás Villalobos de Paiz,,
nicolas_alvarez_alvarez,Nicolás Álvarez Álvarez,,
nerea_ahedo_ceza,Nerea Ahedo Ceza,1966-03-31,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?id1=17027&legis=14&id2=g
nemesio_lara_guerrero,Nemesio de Lara Guerrero,,
narcis_oliveras_terradas,Narcís Oliveras Terradas,,
montserrat_duch_plana,Montserrat Duch Plana,1959-06-29,https://ca.wikipedia.org/wiki/Montserrat_Duch_i_Plana
monica_azorin_marco,Mónica Azorín Marco,,
miren_edurne_gorrochategui_azurmendi,Miren Edurne Gorrochategui Azurmendi,1967-09-18,https://es.wikipedia.org/wiki/Miren_Gorrotxategi
miquel_caminal_cerda,Miquel Caminal Cerdà,1952-09-13,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?id1=18126&legis=14&id2=g
miquel_angel_estrade_palau,Miquel Àngel Estradé Palau,1957-08-10,https://ca.wikipedia.org/wiki/Miquel_%C3%80ngel_Estrad%C3%A9_i_Palau
miguel_sanchez_velazquez,Miguel Sánchez Velázquez,1931-05-03,"https://radiosintonia.com/fallece-miguel-sanchez-velazquez/#:~:text=En%20la%20tarde%20de%20hoy,el%20tercero%20de%20seis%20hermanos."
miguel_ramirez_gonzalez,Miguel Ramírez González,,
miguel_marques_lopez,Miguel Marqués López,,
miguel_lopez_munoz,Miguel López Muñoz,1950-07-16,https://www.cortsvalencianes.es/es/composicion/diputados/i/lopez_munoz_miguel/8c2ea88666ef74376c0735eccf05df63
miguel_jose_auba_fleix,Miguel José Aubà Fleix,1963-06-05,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?id1=17105&legis=14&id2=g
miguel_fernando_lahoz_leon,Miguel Fernando Lahoz León,,
miguel_esteban_martin,Miguel Esteban Martín,,
miguel_cordero_del_campillo,Miguel Cordero del Campillo,1925-01-12,https://es.wikipedia.org/wiki/Miguel_Cordero_del_Campillo
miguel_cobo_martin,Miguel Cobo Martín,1932-07-02,https://fpabloiglesias.es/entrada-db/cobo-martin-miguel/
miguel_carmelo_dalmau_blanco,Miguel Carmelo Dalmau Blanco,1966-07-16,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?id1=18204&legis=14&id2=g
miguel_cabrera_perez_camacho,Miguel Cabrera Pérez-Camacho,,
miguel_angel_valverde_menchero,Miguel Ángel Valverde Menchero,1970-02-11,https://www.pp.es/miguel-angel-valverde-menchero
miguel_angel_ramis_socias,Miguel Ángel Ramis Socías,1958-08-13,https://es.wikipedia.org/wiki/Miquel_Ramis
miguel_angel_nacarino_muriel,Miguel Ángel Nacarino Muriel,1978-07-15,https://www.psoe.es/senado/notas-de-prensa/miguel-angel-nacarino-toma-posesion-de-su-escano-como-senador/
miguel_angel_estevan_serrano,Miguel Ángel Estevan Serrano,1973-01-18,https://www.pp.es/miguel-angel-estevan-serrano
miguel_angel_echevarria_daubagna,Miguel Ángel Echevarría Daubagna,1942-10-01,https://aunamendi.eusko-ikaskuntza.eus/es/echevarria-daubagna-miguel-angel/ar-148592/
miguel_aguirre_martinez_falero,Miguel Aguirre Martínez Falero,1944-12-20,https://ca.wikipedia.org/wiki/Miguel_Aguirre_Mart%C3%ADnez_Falero
maximino_barthe_arias,Maximino Barthe Arias,,
mateo_sierra_bardaji,Mateo Sierra Bardají,1936-12-30,https://www.europarl.europa.eu/meps/es/1325/MATEO_SIERRA+BARDAJI/history/3
mateo_antonio_garcia_mateo,Mateo Antonio García Mateo,,
martiniano_martin_sanchez,Martiniano Martín Sánchez,,
mario_mansilla_hidalgo,Mario Mansilla Hidalgo,,
mariano_villanueva_cirac,Mariano Villanueva Cirac,,
mariano_losa_quintana,Mariano Losa Quintana,,
maria_visitacion_perez_vega,María Visitación Pérez Vega,,
maria_victoria_leal_utiel,María Victoria Leal Utiel,1965-09-17,https://www.lacerca.com/noticias/albacete/maria-victoria-leal-adquiere-condicion-plena-senadora-475832-1.html
maria_victoria_pablo_davila,María Victoria de Pablo Dávila,1958-04-01,https://www.parlamento-larioja.org/conoce-el-parlamento/legislaturas-anteriores/legislatura-5/diputados/maria-victoria-de-pablo-davila
maria_victoria_alvarez_somoano,María Victoria Álvarez Somoano,1961-05-02,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?id1=19790&legis=14&id2=g
maria_valls_bertrand,María Valls Bertrand,,
maria_teresa_villuendas_asensio,María Teresa Villuendas Asensio,1958-09-08,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?id1=19645&legis=14&id2=g
maria_teresa_pascual_martinez,María Teresa Pascual Martínez,,
maria_teresa_novillo_moreno,María Teresa Novillo Moreno,,
maria_rosario_rodriguez_rueda,María Rosario Rodríguez Rueda,1966-08-24,https://www.pp.es/ma-del-rosario-rodriguez-rueda
maria_rosario_hontoria_barbero,María Rosario Hontoria Barberó,,
maria_rosa_peral_diez,María Rosa Peral Díez,1966-11-28,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18071
maria_rocio_rabago_gomez,María Rocío Rábago Gómez,,
maria_rita_barbera_nolla,María Rita Barberá Nolla,1948-07-16,https://es.wikipedia.org/wiki/Rita_Barber%C3%A1
maria_remedios_gamez_mata,María Remedios Gámez Mata,,
maria_pilar_martinez_penarrubia,María Pilar Martínez Peñarrubia,1968-05-14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19088
maria_pilar_lima_gozalvez,María Pilar Lima Gozálvez,1977-11-21,https://www.cortsvalencianes.es/es/composicion/diputados/x/lima_gozalvez_maria_pilar/69c92fb0c34f555c52ebbf558d0cd98f
maria_pilar_garrido_gutierrez,María Pilar Garrido Gutiérrez,1966-04-15,https://www.congreso.es/en/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=210&idLegislatura=XIV&mostrarAgenda=false
maria_pilar_delgado_diez,María Pilar Delgado Díez,1963-11-09,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?id1=18203&legis=14&id2=g
maria_pilar_barreiro_alvarez,María Pilar Barreiro Álvarez,1955-11-24,https://es.wikipedia.org/wiki/Pilar_Barreiro
maria_pilar_alia_aguado,María Pilar Alía Aguado,1969-08-02,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?id1=19050&legis=14&id2=g
maria_perla_borao_aguirre,María Perla Borao Aguirre,1955-06-01,https://espana.isidewith.com/candidates/maria-perla-borao-aguirre
maria_nuria_simon_gonzalez,María Nuria Simón González,1973-03-07,https://www.pp.es/ma-nuria-simon-gonzalez
maria_montserrat_muro_martin,María Montserrat Muro Martín,1971-02-06,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?id1=18238&legis=14&id2=g
maria_montserrat_martinez_gonzalez,María Montserrat Martínez González,1963-03-16,https://fr.wikipedia.org/wiki/Mar%C3%ADa_Montserrat_Mart%C3%ADnez_Gonz%C3%A1lez
maria_mercedes_perez_schwartz,María Mercedes Pérez Schwartz,,
maria_mercedes_otero_garcia,María Mercedes Otero García,1976-05-01,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19186
maria_mercedes_mallol_gil,María Mercedes Mallol Gil,1972-09-15,https://ca.wikipedia.org/wiki/Mar%C3%ADa_Mercedes_Mallol_Gil
maria_mercedes_coloma_pesquera,María Mercedes Coloma Pesquera,,
maria_mercedes_berenguer_llorens,María Mercedes Berenguer Llorens,1954-09-24,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?id1=18287&legis=14
maria_merce_amoros_sans,María Mercé Amorós Sans,,
maria_martinez_castro,María Martínez Castro,,
maria_mar_hormigo_leon,María Mar Hormigo León,1968-08-08,https://www.parlamentodeandalucia.es/webdinamica/portal-web-parlamento/pdf.do?tipodoc=declaracion&iddeclaracion=13253
maria_lucia_urcelay_lopez_las_heras,María Lucía Urcelay López de las Heras,1950-01,https://aunamendi.eusko-ikaskuntza.eus/es/urcelay-lopez-de-las-heras-maria-lucia/ar-143908/
maria_lucia_gomez_garcia,María Lucía Gómez García,1967-09-18,https://es.wikipedia.org/wiki/Luc%C3%ADa_G%C3%B3mez
maria_josefa_celaya_armisen,María Josefa Celaya Armisen,1954,https://ca.wikipedia.org/wiki/Maria_Josefa_Celaya_i_Armisen
maria_jose_rodriguez_millan_parro,María José Rodríguez de Millán Parro,1995,https://www.vanitatis.elconfidencial.com/famosos/2022-09-07/pepa-millan-nueva-senadora-vox-joven_3486698/
maria_jesus_torres_fernandez,María Jesús Torres Fernández,1939,https://www.elconfidencial.com/espana/2012-09-14/sus-senorias-prorrogan-las-jubilaciones-de-gracia-a-sus-predecesores-por-629-000-euros_219943/
maria_jesus_broncano_diaz,María Jesús Broncano Díaz,,
maria_isabel_rodriguez_calvo,María Isabel Rodríguez Calvo,,
maria_isabel_abad_pinillos,María Isabel Abad Pinillos,,
maria_inmaculada_costa_ramon,María Inmaculada Costa Ramon,1962-11-25,https://www.psoe.es/senado/notas-de-prensa/imma-costa-toma-posesion-de-su-escano-como-senadora-por-tarragona/
maria_francisca_vicente_garcia,María Francisca Vicente García,1957-04-03,https://prabook.com/web/maria_francisca.vicente_garcia/948629
maria_florencia_prieto_moreno,María Florencia Prieto Moreno,,
maria_fernandez_alvarez,María Fernández Álvarez,1971-03-17,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17785
maria_esther_hernandez_marrero,María Esther Hernández Marrero,,
maria_esther_carmona_delgado,María Esther Carmona Delgado,1966-01-30,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?id1=18209&legis=14&id2=g
maria_dolores_sanchez_diaz,María Dolores Sánchez Díaz,,
maria_dolores_romero_martinez,María Dolores Romero Martínez,,
maria_dolores_otero_rodriguez_las_heras,María Dolores Otero Rodríguez de las Heras,,
maria_dolores_ortega_peinado,María Dolores Ortega Peinado,,
maria_dolores_ortega_moral,María Dolores Ortega Moral,,
maria_dolores_calderon_perez,María Dolores Calderón Pérez,,
maria_del_rosario_casado_sobrino,María del Rosario Casado Sobrino,1961,https://es.wikipedia.org/wiki/Rosario_Casado
maria_del_pino_aleman_guedes,María del Pino Alemán Guedes,1966,https://www.teldeactualidad.com/hemeroteca/noticia/politica/2015/12/21/18575.html
maria_del_pilar_jurado_miguel,María del Pilar Jurado de Miguel,,
maria_del_mar_simonelli_munoz,María del Mar Simonelli Muñoz,,
maria_del_mar_gonzalez_pereda,María del Mar González Pereda,,
maria_del_mar_angulo_martinez,María del Mar Angulo Martínez,1966-05-22,https://www.elnortedecastilla.es/soria/201705/05/maria-angulo-impone-antonio-20170505220904.html
maria_del_carmen_valle_juan,María del Carmen Valle de Juan,1945-09-04,https://www.parlamento-larioja.org/conoce-el-parlamento/legislaturas-anteriores/legislatura-3/diputados/maria-del-carmen-valle-de-juan
maria_del_carmen_pinedo_sanchez,María del Carmen Pinedo Sánchez,,
maria_del_carmen_moreno_gonzalez,María del Carmen Moreno González,,
maria_del_carmen_moran_franco,María del Carmen Morán Franco,1962-08-31,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18299
maria_del_carmen_montes_contreras,María del Carmen Montes Contreras,,
maria_del_carmen_minguez_sierra,María del Carmen Mínguez Sierra,,
maria_del_carmen_marcos_serrano,María del Carmen Marcos Serrano,,
maria_del_carmen_lovelle_alen,María del Carmen Lovelle Alen,1941-07-09,https://editorialcirculorojo.com/autores/carmen-lovelle/
maria_del_carmen_iglesias_parra,María del Carmen Iglesias Parra,1970-06-24,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?id1=16995&legis=12
maria_del_carmen_heras_pablo,María del Carmen Heras Pablo,1948-11-18,https://www.elperiodicoextremadura.com/caceres-local/2010/09/14/carmen-heras-dia-decisivo-45052987.html
maria_del_carmen_granado_paniagua,María del Carmen Granado Paniagua,,
maria_del_carmen_gonzalez_rodriguez,María del Carmen González Rodríguez,,
maria_del_carmen_gonzalez_lahidalga,María del Carmen González Lahidalga,,
maria_del_carmen_garcia_querol,María del Carmen García Querol,,
maria_del_carmen_fernandez_caballero,María del Carmen Fernández Caballero,1965-03-11,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?lang=es_ES&id1=19052&legis=14&id2=g
maria_del_carmen_diaz_villanueva,María del Carmen Díaz Villanueva,,
maria_del_carmen_delgado_morais,María del Carmen Delgado Morais,,
maria_del_carmen_aragon_amunarriz,María del Carmen de Aragón Amunárriz,1958-06-21,https://fr.wikipedia.org/wiki/Carmen_de_Arag%C3%B3n
maria_del_carmen_cremades_grinan,María del Carmen Cremades Griñán,1950,https://esquelaslaverdad.com/2016/05/carmen-maria-cremades-grinan/
maria_del_carmen_calleja_pablo,María del Carmen Calleja de Pablo,1949,https://es.wikipedia.org/wiki/Carmen_Calleja
maria_del_carmen_arana_alvarez,María del Carmen Arana Álvarez,1963,https://nuevecuatrouno.com/2019/04/29/ocho-caras-nuevas-en-madrid/
maria_del_carmen_alcala_gonzalez,María del Carmen Alcalá González,,
maria_los_angeles_perez_montero,María de los Ángeles Pérez Montero,1955-03-05,https://prabook.com/web/maria_angeles.perez_montero/946657
maria_los_angeles_luna_morales,María de los Ángeles Luna Morales,1962-02-20,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18187
maria_las_mercedes_cantalapiedra_alvarez,María de las Mercedes Cantalapiedra Álvarez,1965-03-08,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?id1=19056&legis=14&id2=g
maria_cruz_rodriguez_saldana,María Cruz Rodríguez Saldaña,,
maria_carme_solsona_pinol,María Carme Solsona Piñol,,
maria_blanca_gomez_serra,María Blanca Gómez Serra,,
maria_belen_fernandez_delgado_cerda,María Belén Fernández-Delgado Cerdá,,
maria_angeles_vazquez_perez,María Ángeles Vázquez Pérez,,
maria_angeles_oros_lorente,María Ángeles Orós Lorente,1989-05,https://cadenaser.com/aragon/la-senadora-mas-joven-de-espana-en-los-actos-del-dia-internacional-de-la-mujer-en-monzon-radio-huesca/
maria_angeles_martinez_blanco,María Ángeles Martínez Blanco,,
maria_angeles_lopez_martinez,María Ángeles López Martínez,,
maria_angeles_garcia_romero,María Ángeles García Romero,1968,https://nuevaalcarria.com/articulos/maria-angeles-garcia-portavoz-del-ayuntamiento-se-convierte-en-la-nueva-presidenta-del-pp-en-cuenca
maria_angeles_del_pilar_diaz_vieco,María Ángeles del Pilar Díaz Vieco,,
maria_angeles_bujanda_alegria,María Ángeles Bujanda Alegría,,
maria_angeles_ballesteros_belinchon,María Ángeles Ballesteros Belinchón,,
marcial_barba_gonzalez,Marcial Barba González,,
marcelino_artieda_garcia,Marcelino Artieda García,,
manuela_garcia_villamayor,Manuela García Villamayor,,
manuela_garcia_murias,Manuela García Murias,,
manuel_vilella_barrachina,Manuel Vilella Barrachina,,
manuel_tera_bueno,Manuel Tera Bueno,,
manuel_magallon_celma,Manuel Magallón Celma,,
manuel_goya_burgues,Manuel Goya Burgués,,
manuel_francisco_fernandez_zanca,Manuel Francisco Fernández Zanca,,
manuel_fombuena_escudero,Manuel Fombuena Escudero,,
manuel_fabregas_gine,Manuel Fábregas Giné,,
manuel_diaz_pines_munoz,Manuel Díaz-Pines Muñoz,,
manuel_costas_alonso,Manuel Costas Alonso,,
manuel_chamon_rubio,Manuel Chamón Rubio,,
manuel_caballero_munoz,Manuel Caballero Muñoz,,
manuel_burgos_cruzado,Manuel Burgos Cruzado,,
manuel_arjona_santana,Manuel Arjona Santana,1950,http://web.psoe.es/ambito/malagacentro/news/index.do?action=Print&id=187120
manuel_antonio_diaz_mantis,Manuel Antonio Díaz Mantis,,
manuel_alonso_losada,Manuel Alonso Losada,,
manuel_abejon_adamez,Manuel Abejón Adámez,1940,https://elpais.com/espana/2022-12-19/recuerdo-de-manuel-abejon.html
luz_elena_sanin_naranjo,Luz Elena Sanín Naranjo,,
luis_sacrest_villegas,Luis Sacrest Villegas,1946,https://ca.wikipedia.org/wiki/Llu%C3%ADs_Sacrest_i_Villegas
luis_rodriguez_san_leon,Luis Rodríguez San León,,
luis_ramon_benavides_cano,Luis Ramón Benavides Cano,1944-01-31,https://absys.dipujaen.es/digital/Libros/D-9.701.pdf
luis_pinero_fernandez,Luis Piñero Fernández,,
luis_pagan_saura,Luis Pagán Saura,1943-10-12,https://www.boe.es/boe/dias/1969/11/19/pdfs/A18040-18045.pdf
luis_olarra_ugartemendia,Luis Olarra Ugartemendia,1923-08-23,https://aunamendi.eusko-ikaskuntza.eus/es/olarra-ugartemendia-luis/ar-116455/
luis_lopez_condes,Luis López Condés,1925-02-20,https://www.latribunadeciudadreal.es/Noticia/zb6950395-d746-1512-b80498c9feaf322f/201905/Fallece-el-exalcalde-de-Almagro-Luis-Lopez-Condes
luis_jesus_uribe_etxebarria_apalategui,Luis Jesús Uribe-Etxebarria Apalategui,1965-06-25,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?lang=es_ES&id1=18069&legis=14&id2=g
luis_hens_tienda,Luis Hens Tienda,1925,https://www.myheritage.es/names/luis_hens%20reyes#
