"birth_date","first_name","last_name","source"
1950-02-18,"José Ignacio","Wert Ortega","https://es.wikipedia.org/wiki/Jos%C3%A9_Ignacio_Wert"
1934-03-29,"José","Lladó Fernández Urrutia","https://es.wikipedia.org/wiki/Jos%C3%A9_Llad%C3%B3"
1959-12-09,"José Luis","Ábalos Meco","https://es.wikipedia.org/wiki/Jos%C3%A9_Luis_%C3%81balos"
1930-04-04,"José Luis","Álvarez Álvarez","https://es.wikipedia.org/wiki/Jos%C3%A9_Luis_%C3%81lvarez_y_%C3%81lvarez"
1945-07-02,"José Luis","Corcuera Cuesta","https://es.wikipedia.org/wiki/Jos%C3%A9_Luis_Corcuera"
1960-12-05,"José Luis","Escrivá Belmonte","https://es.wikipedia.org/wiki/Jos%C3%A9_Luis_Escriv%C3%A1"
1929-10-30,"José Luis","García Ferrero","https://es.wikipedia.org/wiki/Jos%C3%A9_Luis_Garc%C3%ADa_Ferrero"
1939,"José Luis","Leal Maldonado","https://elpais.com/diario/2001/10/24/economia/1003874418_850215.html"
1960-08-04,"José Luis","Rodríguez Zapatero","https://es.wikipedia.org/wiki/Jos%C3%A9_Luis_Rodr%C3%ADguez_Zapatero"
1972-03-22,"José Manuel","Albares Bueno","https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_Albares"
1944-08-13,"José Manuel","García-Margallo Marfil","https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_Garc%C3%ADa-Margallo"
1940-03-20,"José Manuel","Otero Novas","https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_Otero"
1968-10-09,"José Manuel","Rodríguez Uribes","https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_Rodr%C3%ADguez_Uribes"
1934-01-18,"José Manuel","Romay Beccaría","https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_Romay_Beccar%C3%ADa"
1958-01-05,"José Manuel","Soria López","https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_Soria"
1953-02-25,"José María","Aznar López","https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Aznar"
1942-04-07,"José María","Maravall Herrero","https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Maravall"
1960-03-28,"José María","Michavila Núñez","https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Michavila"
1955-01-15,"José","Montilla Aguilera","https://es.wikipedia.org/wiki/Jos%C3%A9_Montilla"
1940-11-30,"José Pedro","Pérez-Llorca Rodrigo","https://es.wikipedia.org/wiki/Jos%C3%A9_Pedro_P%C3%A9rez-Llorca"
1947-04-24,"Josep","Borrell Fontelles","https://es.wikipedia.org/wiki/Josep_Borrell"
1955-02-21,"Josep","Piqué Camps","https://es.wikipedia.org/wiki/Josep_Piqu%C3%A9"
1950-02-03,"Juan Alberto","Belloch Julbe","https://es.wikipedia.org/wiki/Juan_Alberto_Belloch"
1940-08-04,"Juan Antonio","García Díez","https://dbe.rah.es/biografias/10359/juan-antonio-garcia-diez"
1939-12-11,"Juan Antonio","Ortega Díaz-Ambrona","https://es.wikipedia.org/wiki/Juan_Antonio_Ortega_y_D%C3%ADaz-Ambrona"
1955-04-20,"Juan Carlos","Aparicio Pérez","https://es.wikipedia.org/wiki/Juan_Carlos_Aparicio"
1961-10-17,"Juan Carlos","Campo Moreno","https://es.wikipedia.org/wiki/Juan_Carlos_Campo"
1965-04-10,"Juan","Costa Climent","https://es.wikipedia.org/wiki/Juan_Costa"
1961-06-10,"Juan Fernando","López Aguilar","https://es.wikipedia.org/wiki/Juan_Fernando_L%C3%B3pez_Aguilar"
1957-01-21,"Juan Ignacio","Zoido Álvarez","https://es.wikipedia.org/wiki/Juan_Ignacio_Zoido"
1944-05-10,"Juan José","Lucas Jiménez","https://es.wikipedia.org/wiki/Juan_Jos%C3%A9_Lucas"
1932-09-25,"Juan José","Rosón Pérez","https://es.wikipedia.org/wiki/Juan_Jos%C3%A9_Ros%C3%B3n"
1945-12-25,"Juan Manuel","Eguiagaray Ucelay","https://es.wikipedia.org/wiki/Juan_Manuel_Eguiagaray"
1930-05-05,"Juan","Rovira Tarazona","https://es.wikipedia.org/wiki/Juan_Rovira_Tarazona"
1944-01-29,"Julia","García-Valdecasas Salgado","https://es.wikipedia.org/wiki/Julia_Garc%C3%ADa-Valdecasas"
1938-06-19,"Julián","Campo Sainz de Rozas","https://es.wikipedia.org/wiki/Juli%C3%A1n_Campo"
1946-03-20,"Julián","García Valverde","https://elpais.com/diario/1991/03/12/espana/668732404_850215.html"
1945-10-19,"Julián","García Vargas","https://gee.mienciclo.com/articulo/julian-garcia-vargas"
1934-08-06,"Landelino","Lavilla Alsina","https://es.wikipedia.org/wiki/Landelino_Lavilla"
1976-09-16,"Leire","Pajín Iraola","https://es.wikipedia.org/wiki/Leire_Paj%C3%ADn"
1926-04-14,"Leopoldo","Calvo-Sotelo Bustelo","https://es.wikipedia.org/wiki/Leopoldo_Calvo-Sotelo"
1950-09-16,"Loyola","de Palacio del Valle-Lersundi","https://es.wikipedia.org/wiki/Loyola_de_Palacio"
1950-08-19,"Luis Carlos","Croissier Batista","https://fpabloiglesias.es/entrada-db/croissier-batista-luis-carlos/"
1960-01-16,"Luis","de Guindos Jurado","https://es.wikipedia.org/wiki/Luis_de_Guindos"
1942-05-08,"Luis","Gámir Casares","https://es.wikipedia.org/wiki/Luis_G%C3%A1mir"
1936-06-07,"Luis","González Seara","https://es.wikipedia.org/wiki/Luis_Gonz%C3%A1lez_Seara"
1939-09-23,"Luis Manuel","Cosculluela Montaner","https://es.wikipedia.org/wiki/Luis_Manuel_Cosculluela_Montaner"
1957-08-30,"Luis María","Atienza Serna","https://es.wikipedia.org/wiki/Luis_Mar%C3%ADa_Atienza"
1948-07-03,"Luis","Martínez Noval","https://es.wikipedia.org/wiki/Luis_Mart%C3%ADnez_Noval"
1932-07-03,"Luis","Ortiz González","https://es.wikipedia.org/wiki/Luis_Ortiz_Gonz%C3%A1lez"
1952-11-20,"Luis","Planas Puchades","https://es.wikipedia.org/wiki/Luis_Planas"
1952-02-15,"Magdalena","Álvarez Arza","https://es.wikipedia.org/wiki/Magdalena_%C3%81lvarez"
1959-09-27,"Magdalena","Valerio Cordero","https://es.wikipedia.org/wiki/Magdalena_Valerio"
1942-02-09,"Manuel","Castells Oliván","https://es.wikipedia.org/wiki/Manuel_Castells"
1945-07-07,"Manuel","Chaves González","https://es.wikipedia.org/wiki/Manuel_Chaves"
1926-04-25,"Manuel","Clavero Arévalo","https://es.wikipedia.org/wiki/Manuel_Clavero_Ar%C3%A9valo"
1912-04-30,"Manuel","Gutiérrez Mellado","https://es.wikipedia.org/wiki/Manuel_Guti%C3%A9rrez_Mellado"
1929-04-09,"Manuel","Jiménez de Parga Cabrera","https://es.wikipedia.org/wiki/Manuel_Jim%C3%A9nez_de_Parga"
1933-10-28,"Manuel","Núñez Pérez","https://es.wikipedia.org/wiki/Manuel_N%C3%BA%C3%B1ez_P%C3%A9rez"
1961-08-30,"Manuel","Pimentel Siles","https://es.wikipedia.org/wiki/Manuel_Pimentel"
1935-02-13,"Marcelino","Oreja Aguirre","https://es.wikipedia.org/wiki/Marcelino_Oreja_Aguirre"
1954-01-10,"Margarita","Mariscal de Gante Mirón","https://es.wikipedia.org/wiki/Margarita_Mariscal_de_Gante"
1956-11-10,"Margarita","Robles Fernández","https://es.wikipedia.org/wiki/Margarita_Robles"
1949-10-10,"María Ángeles","Amador Millán","https://elpais.com/diario/1993/07/14/espana/742600824_850215.html"
1960-12-18,"María Antonia","Trujillo Rincón","https://es.wikipedia.org/wiki/Mar%C3%ADa_Antonia_Trujillo"
1957-06-07,"María del Carmen","Calvo Poyato","https://es.wikipedia.org/wiki/Carmen_Calvo"
1965-12-13,"María Dolores","de Cospedal García","https://es.wikipedia.org/wiki/Mar%C3%ADa_Dolores_de_Cospedal"
1949-05-15,"María Elvira","Rodríguez Herrer","https://es.wikipedia.org/wiki/Elvira_Rodr%C3%ADguez"
1967-01-06,"María Fátima","Báñez García","https://es.wikipedia.org/wiki/F%C3%A1tima_B%C3%A1%C3%B1ez"
1949-05-23,"María Isabel","Celaá Diéguez","https://es.wikipedia.org/wiki/Isabel_Cela%C3%A1"
1966-02-04,"María Jesús","Montero Cuadrado","https://es.wikipedia.org/wiki/Mar%C3%ADa_Jes%C3%BAs_Montero"
1958-03-25,"María Jesús","San Segundo Gómez de Cadiñanos","https://es.wikipedia.org/wiki/Mar%C3%ADa_Jes%C3%BAs_San_Segundo"
1953-08-30,"María Luisa","Carcedo Roces","https://es.wikipedia.org/wiki/Mar%C3%ADa_Luisa_Carcedo"
1971-06-10,"María Soraya","Sáenz de Santamaría Antón","https://es.wikipedia.org/wiki/Soraya_S%C3%A1enz_de_Santamar%C3%ADa"
1949-06-15,"María Teresa","Fernández de la Vega Sanz","https://es.wikipedia.org/wiki/Mar%C3%ADa_Teresa_Fern%C3%A1ndez_de_la_Vega"
1948-02-10,"Mariano","Fernández Bermejo","https://es.wikipedia.org/wiki/Mariano_Fern%C3%A1ndez_Bermejo"
1955-03-27,"Mariano","Rajoy Brey","https://es.wikipedia.org/wiki/Mariano_Rajoy"
1948-03-23,"Matías","Rodríguez Inciarte","https://es.wikipedia.org/wiki/Mat%C3%ADas_Rodr%C3%ADguez_Inciarte"
1950-01-24,"Matilde","Fernández Sanz","https://es.wikipedia.org/wiki/Matilde_Fern%C3%A1ndez"
1971-01-26,"Màxim","Huerta Hernández","https://es.wikipedia.org/wiki/M%C3%A1ximo_Huerta"
1951-12-03,"Mercedes","Cabrera Calvo-Sotelo","https://es.wikipedia.org/wiki/Mercedes_Cabrera"
1973-03-19,"Meritxell","Batet Lamaña","https://es.wikipedia.org/wiki/Meritxell_Batet"
1951-06-08,"Miguel Ángel","Moratinos Cuyaubé","https://es.wikipedia.org/wiki/Miguel_%C3%81ngel_Moratinos"
1950-02-24,"Miguel","Arias Cañete","https://es.wikipedia.org/wiki/Miguel_Arias_Ca%C3%B1ete"
1939-02-05,"Miguel","Boyer Salvador","https://es.wikipedia.org/wiki/Miguel_Boyer"
1957-05-13,"Miguel","Sebastián Gascón","https://es.wikipedia.org/wiki/Miguel_Sebasti%C3%A1n"
1960-08-17,"Miquel","Iceta Llorens","https://es.wikipedia.org/wiki/Miquel_Iceta"
1968-10-03,"Nadia","Calviño Santamaría","https://es.wikipedia.org/wiki/Nadia_Calvi%C3%B1o"
1943-05-30,"Narcís","Serra Serra","https://es.wikipedia.org/wiki/Narc%C3%ADs_Serra"
1978-10-17,"Pablo","Iglesias Turrión","https://es.wikipedia.org/wiki/Pablo_Iglesias_Turri%C3%B3n"
1911-10-17,"Pascual","Pery Junquera","https://es.wikipedia.org/wiki/Pascual_Pery"
1963-03-14,"Pedro","Duque Duque","https://es.wikipedia.org/wiki/Pedro_Duque"
1948-09-17,"Pedro","Morenés Eulate","https://es.wikipedia.org/wiki/Pedro_Moren%C3%A9s"
1972-02-29,"Pedro","Sánchez Pérez-Castejón","https://es.wikipedia.org/wiki/Pedro_S%C3%A1nchez"
1942-08-31,"Pedro","Solbes Mira","https://es.wikipedia.org/wiki/Pedro_Solbes"
1977-11-01,"Pilar","Alegría Continente","https://es.wikipedia.org/wiki/Pilar_Alegr%C3%ADa"
1952-07-31,"Pilar","del Castillo Vera","https://es.wikipedia.org/wiki/Pilar_del_Castillo"
1973-08-03,"Pilar","Llop Cuenca","https://es.wikipedia.org/wiki/Pilar_Llop"
1958-12-09,"Pío","Cabanillas Alonso","https://es.wikipedia.org/wiki/P%C3%ADo_Cabanillas_Alonso"
1923-11-13,"Pío","Cabanillas Gallas","https://es.wikipedia.org/wiki/P%C3%ADo_Cabanillas"
1942-01-26,"Rafael","Arias-Salgado Montalvo","https://es.wikipedia.org/wiki/Rafael_Arias-Salgado"
1933-08-26,"Rafael","Calvo Ortega","https://es.wikipedia.org/wiki/Rafael_Calvo_Ortega"
1961-06-21,"Rafael","Catalá Polo","https://es.wikipedia.org/wiki/Rafael_Catal%C3%A1_Polo"
1948-09-01,"Ramón","Jáuregui Atondo","https://es.wikipedia.org/wiki/Ram%C3%B3n_J%C3%A1uregui"
1975-11-18,"Raquel","Sánchez Jiménez","https://es.wikipedia.org/wiki/Raquel_S%C3%A1nchez_Jim%C3%A9nez"
1973-12-19,"Reyes","Maroto Illera","https://es.wikipedia.org/wiki/Reyes_Maroto"
1926-11-09,"Ricardo","de la Cierva Hoces","https://es.wikipedia.org/wiki/Ricardo_de_la_Cierva"
1934-10-03,"Rodolfo","Martín Villa","https://es.wikipedia.org/wiki/Rodolfo_Mart%C3%ADn_Villa"
1949-03-18,"Rodrigo","de Rato Figaredo","https://es.wikipedia.org/wiki/Rodrigo_Rato"
1965-09-20,"Román","Escolano Olivares","https://es.wikipedia.org/wiki/Rom%C3%A1n_Escolano"
1957-07-07,"Rosa","Aguilar Rivero","https://es.wikipedia.org/wiki/Rosa_Aguilar"
1947-09-07,"Rosa","Conde Gutiérrez del Álamo","https://es.wikipedia.org/wiki/Rosa_Conde"
1966-05-05,"Salvador","Illa Roca","https://es.wikipedia.org/wiki/Salvador_Illa"
1934-04-19,"Salvador","Sánchez-Terán Hernández","https://es.wikipedia.org/wiki/Salvador_S%C3%A1nchez-Ter%C3%A1n"
1940,"Santiago","Rodríguez-Miranda Gómez","https://es.wikipedia.org/wiki/Santiago_Rodr%C3%ADguez-Miranda"
